cliente_id,codigo_cliente,segmento,ciudad,pais,edad,ingreso_mensual,fecha_alta,estatus
1240,CLI-001240,Digital,Cali,Colombia,40,71698,2023-10-19,Activo
1241,CLI-001241,Pyme,Bogota,Mexico,27,12105,2025-05-15,Activo
1242,CLI-001242,Nomina,Cali,Colombia,32,79156,2023-02-27,Activo
1243,CLI-001243,Empresarial,Queretaro,Mexico,35,62464,2024-08-26,Activo
1244,CLI-001244,Digital,Queretaro,Colombia,38,63033,2024-11-23,Activo
1245,CLI-001245,Empresarial,Medellin,Mexico,63,23906,2021-05-09,Activo
1246,CLI-001246,Empresarial,Medellin,Colombia,24,75119,2024-08-01,Activo
1247,CLI-001247,Empresarial,Bogota,Mexico,56,27858,2025-03-15,Activo
1248,CLI-001248,Empresarial,Medellin,Mexico,30,73366,2024-08-27,Inactivo
1249,CLI-001249,Nomina,Guadalajara,Mexico,58,24997,2023-12-27,Activo
1250,CLI-001250,Digital,CDMX,Mexico,27,43478,2023-05-07,Activo
1251,CLI-001251,Nomina,Guadalajara,Colombia,63,17021,2023-10-16,Activo
1252,CLI-001252,Empresarial,Queretaro,Mexico,20,82391,2022-06-30,Activo
1253,CLI-001253,Nomina,Guadalajara,Mexico,26,64465,2026-08-08,Inactivo
1254,CLI-001254,Empresarial,CDMX,Colombia,35,71671,2025-07-26,Activo
1255,CLI-001255,Premium,Puebla,Mexico,34,21906,2026-05-15,Activo
1256,CLI-001256,Digital,CDMX,Colombia,24,34706,2023-11-15,Inactivo
1257,CLI-001257,Nomina,Cali,Mexico,39,21264,2023-02-01,Activo
1258,CLI-001258,Empresarial,Puebla,Colombia,57,18117,2025-09-29,Activo
1259,CLI-001259,Nomina,Cali,Mexico,47,18652,2021-08-14,Inactivo
1260,CLI-001260,Empresarial,Queretaro,Mexico,43,61965,2022-12-15,Activo
1261,CLI-001261,Digital,Monterrey,Colombia,35,17353,2021-08-28,Activo
1262,CLI-001262,Empresarial,Medellin,Colombia,23,8196,2021-07-25,Activo
1263,CLI-001263,Digital,Monterrey,Mexico,52,78699,2024-01-21,Activo
1264,CLI-001264,Premium,Cali,Mexico,24,97529,2025-09-05,Activo
1265,CLI-001265,Pyme,Puebla,Mexico,38,79415,2024-11-06,Inactivo
1266,CLI-001266,Digital,Guadalajara,Mexico,42,56039,2023-10-05,Inactivo
1267,CLI-001267,Pyme,Queretaro,Mexico,46,70415,2022-07-30,Activo
1268,CLI-001268,Pyme,CDMX,Colombia,20,58254,2021-06-06,Inactivo
1269,CLI-001269,Nomina,Monterrey,Colombia,59,81711,2025-01-22,Activo
1270,CLI-001270,Empresarial,Cali,Colombia,30,82504,2026-05-15,Activo
1271,CLI-001271,Empresarial,Bogota,Mexico,21,94842,2024-08-21,Activo
1272,CLI-001272,Digital,CDMX,Colombia,59,10717,2024-09-03,Activo
1273,CLI-001273,Nomina,Queretaro,Colombia,26,24418,2022-08-08,Activo
1274,CLI-001274,Digital,Monterrey,Mexico,35,78326,2022-11-13,Activo
1275,CLI-001275,Nomina,Cali,Mexico,53,53297,2026-08-13,Inactivo
1276,CLI-001276,Digital,Cali,Mexico,57,90724,2023-12-05,Activo
1277,CLI-001277,Premium,Guadalajara,Colombia,43,96013,2025-12-27,Activo
1278,CLI-001278,Digital,Guadalajara,Mexico,53,58336,2022-01-24,Inactivo
1279,CLI-001279,Premium,Monterrey,Mexico,57,22834,2022-04-11,Activo
1280,CLI-001280,Nomina,CDMX,Mexico,47,84195,2026-07-09,Activo
1281,CLI-001281,Premium,CDMX,Mexico,54,35821,2023-08-27,Activo
1282,CLI-001282,Nomina,Monterrey,Colombia,45,58737,2022-05-07,Activo
1283,CLI-001283,Pyme,Cali,Mexico,36,33416,2024-06-29,Activo
1284,CLI-001284,Digital,Bogota,Colombia,51,16764,2024-06-11,Activo
1285,CLI-001285,Nomina,Medellin,Mexico,46,42390,2023-06-19,Inactivo
1286,CLI-001286,Pyme,Guadalajara,Mexico,59,16396,2022-09-28,Inactivo
1287,CLI-001287,Empresarial,Bogota,Colombia,27,94730,2023-11-06,Activo
1288,CLI-001288,Digital,Cali,Mexico,55,38512,2024-09-13,Inactivo
1289,CLI-001289,Premium,Cali,Colombia,37,26794,2023-05-02,Activo
1290,CLI-001290,Nomina,Bogota,Mexico,56,20836,2021-11-28,Activo
1291,CLI-001291,Empresarial,Medellin,Mexico,24,36235,2021-07-23,Activo
1292,CLI-001292,Pyme,Monterrey,Mexico,28,77475,2025-04-06,Activo
1293,CLI-001293,Pyme,Cali,Mexico,26,19157,2023-07-24,Activo
1294,CLI-001294,Empresarial,Puebla,Colombia,61,19609,2024-08-31,Inactivo
1295,CLI-001295,Empresarial,Monterrey,Mexico,42,31654,2021-11-17,Activo
1296,CLI-001296,Digital,Bogota,Colombia,31,81911,2026-08-19,Inactivo
1297,CLI-001297,Pyme,Guadalajara,Mexico,23,42940,2024-02-22,Activo
1298,CLI-001298,Premium,Bogota,Colombia,40,15724,2022-09-01,Inactivo
1299,CLI-001299,Empresarial,Medellin,Mexico,34,36556,2021-03-21,Activo
1300,CLI-001300,Digital,Puebla,Mexico,21,22017,2024-02-07,Activo
1301,CLI-001301,Pyme,CDMX,Mexico,37,92281,2024-09-11,Activo
1302,CLI-001302,Premium,CDMX,Colombia,62,69530,2025-03-13,Activo
1303,CLI-001303,Nomina,CDMX,Mexico,33,72099,2021-11-26,Activo
1304,CLI-001304,Digital,Monterrey,Colombia,24,89148,2024-10-19,Inactivo
1305,CLI-001305,Nomina,Monterrey,Mexico,41,69995,2025-10-17,Activo
1306,CLI-001306,Pyme,Bogota,Mexico,20,78477,2023-05-28,Activo
1307,CLI-001307,Digital,Queretaro,Mexico,64,92507,2022-08-10,Activo
1308,CLI-001308,Pyme,Guadalajara,Mexico,26,85787,2026-01-19,Inactivo
1309,CLI-001309,Premium,Queretaro,Mexico,40,82926,2025-12-26,Activo
1310,CLI-001310,Empresarial,CDMX,Mexico,64,45816,2023-09-07,Activo
1311,CLI-001311,Pyme,Monterrey,Colombia,63,59915,2026-08-06,Inactivo
1312,CLI-001312,Nomina,Cali,Mexico,59,70939,2023-02-14,Activo
1313,CLI-001313,Premium,Monterrey,Mexico,43,76857,2026-01-20,Activo
1314,CLI-001314,Premium,Guadalajara,Mexico,44,42341,2022-01-17,Activo
1315,CLI-001315,Premium,Monterrey,Mexico,61,85130,2021-03-23,Inactivo
1316,CLI-001316,Nomina,Bogota,Mexico,38,52676,2022-07-23,Inactivo
1317,CLI-001317,Nomina,Puebla,Mexico,21,34091,2024-05-15,Activo
1318,CLI-001318,Premium,Puebla,Mexico,41,19200,2021-05-17,Inactivo
1319,CLI-001319,Premium,Medellin,Colombia,53,8684,2024-08-15,Activo
1320,CLI-001320,Pyme,Cali,Mexico,57,79562,2024-05-27,Activo
1321,CLI-001321,Empresarial,Puebla,Mexico,26,41697,2022-03-15,Inactivo
1322,CLI-001322,Premium,Monterrey,Colombia,64,29765,2021-05-06,Activo
1323,CLI-001323,Digital,Medellin,Colombia,46,19598,2023-03-11,Inactivo
1324,CLI-001324,Nomina,Cali,Mexico,39,16962,2022-04-15,Activo
1325,CLI-001325,Digital,Medellin,Colombia,48,31421,2023-08-25,Inactivo
1326,CLI-001326,Pyme,CDMX,Mexico,48,61396,2026-07-10,Activo
1327,CLI-001327,Empresarial,CDMX,Mexico,53,19749,2024-03-10,Activo
1328,CLI-001328,Pyme,Guadalajara,Colombia,33,56188,2025-05-01,Inactivo
1329,CLI-001329,Digital,Medellin,Mexico,32,92148,2023-03-29,Activo
1330,CLI-001330,Premium,CDMX,Mexico,46,17637,2025-02-16,Inactivo
1331,CLI-001331,Nomina,Puebla,Mexico,57,43172,2023-12-26,Activo
1332,CLI-001332,Nomina,Cali,Mexico,50,41773,2024-12-15,Inactivo
1333,CLI-001333,Empresarial,Guadalajara,Mexico,28,59056,2023-05-09,Activo
1334,CLI-001334,Empresarial,Cali,Mexico,47,57183,2025-10-22,Activo
1335,CLI-001335,Empresarial,Guadalajara,Mexico,21,54057,2025-11-03,Inactivo
1336,CLI-001336,Nomina,Guadalajara,Mexico,29,73497,2021-07-12,Activo
1337,CLI-001337,Premium,Cali,Mexico,44,34489,2022-08-05,Activo
1338,CLI-001338,Premium,Puebla,Mexico,27,69835,2021-10-25,Activo
1339,CLI-001339,Pyme,Queretaro,Colombia,34,79469,2021-06-14,Activo
1340,CLI-001340,Empresarial,Puebla,Colombia,56,64062,2023-05-08,Activo
1341,CLI-001341,Premium,Monterrey,Mexico,22,23052,2026-06-28,Activo
1342,CLI-001342,Premium,Monterrey,Colombia,49,94863,2024-09-29,Activo
1343,CLI-001343,Nomina,Monterrey,Colombia,36,14538,2023-01-29,Activo
1344,CLI-001344,Digital,CDMX,Mexico,20,37598,2024-02-16,Inactivo
1345,CLI-001345,Empresarial,Queretaro,Mexico,47,55454,2026-02-10,Activo
1346,CLI-001346,Digital,Cali,Colombia,23,88340,2024-05-13,Inactivo
1347,CLI-001347,Pyme,Monterrey,Mexico,56,52879,2021-04-02,Activo
1348,CLI-001348,Nomina,Guadalajara,Mexico,37,59877,2025-02-10,Activo
1349,CLI-001349,Empresarial,Cali,Colombia,32,83748,2024-06-20,Inactivo
1350,CLI-001350,Empresarial,CDMX,Mexico,23,16561,2022-04-12,Activo
1351,CLI-001351,Pyme,Medellin,Mexico,45,36186,2023-04-28,Activo
1352,CLI-001352,Digital,Puebla,Colombia,63,18927,2024-08-17,Activo
1353,CLI-001353,Nomina,CDMX,Mexico,24,37057,2022-11-28,Activo
1354,CLI-001354,Nomina,Guadalajara,Colombia,36,89259,2021-04-03,Inactivo
1355,CLI-001355,Empresarial,Monterrey,Colombia,24,93243,2026-04-06,Activo
1356,CLI-001356,Digital,Medellin,Mexico,27,20399,2024-02-25,Activo
1357,CLI-001357,Empresarial,Medellin,Colombia,63,45196,2024-03-24,Activo
1358,CLI-001358,Premium,Queretaro,Mexico,63,36972,2022-09-03,Activo
1359,CLI-001359,Pyme,Monterrey,Mexico,45,86559,2023-01-24,Activo
1360,CLI-001360,Pyme,CDMX,Colombia,22,9182,2025-06-28,Inactivo
1361,CLI-001361,Nomina,CDMX,Mexico,46,55488,2021-12-22,Inactivo
1362,CLI-001362,Pyme,Puebla,Mexico,42,90271,2025-06-23,Activo
1363,CLI-001363,Empresarial,Medellin,Mexico,55,24916,2025-02-25,Activo
1364,CLI-001364,Pyme,Medellin,Mexico,26,86858,2022-08-05,Activo
1365,CLI-001365,Empresarial,Guadalajara,Mexico,49,48738,2025-03-21,Inactivo
1366,CLI-001366,Nomina,Puebla,Mexico,42,53713,2026-05-20,Activo
1367,CLI-001367,Nomina,Bogota,Colombia,39,34461,2024-06-20,Activo
1368,CLI-001368,Premium,Puebla,Mexico,50,66171,2021-06-04,Activo
1369,CLI-001369,Nomina,CDMX,Mexico,22,17093,2025-06-08,Activo
1370,CLI-001370,Digital,Puebla,Mexico,53,87157,2025-03-16,Activo
1371,CLI-001371,Digital,Monterrey,Mexico,46,74049,2026-02-27,Activo
1372,CLI-001372,Digital,Puebla,Mexico,60,29476,2024-12-12,Activo
1373,CLI-001373,Nomina,Cali,Mexico,20,50714,2024-11-04,Activo
1374,CLI-001374,Pyme,CDMX,Mexico,58,61460,2021-05-13,Activo
1375,CLI-001375,Premium,Guadalajara,Mexico,56,59054,2021-04-02,Inactivo
1376,CLI-001376,Premium,Guadalajara,Mexico,24,35414,2022-08-23,Activo
1377,CLI-001377,Digital,Cali,Mexico,41,40786,2026-08-07,Activo
1378,CLI-001378,Digital,Cali,Colombia,58,89195,2023-05-31,Activo
1379,CLI-001379,Digital,Bogota,Mexico,64,85064,2023-01-24,Activo
1380,CLI-001380,Premium,Guadalajara,Colombia,63,40348,2022-08-07,Activo
1381,CLI-001381,Empresarial,Bogota,Colombia,59,69092,2021-10-01,Activo
1382,CLI-001382,Empresarial,Queretaro,Mexico,50,87920,2024-07-13,Activo
1383,CLI-001383,Empresarial,Monterrey,Mexico,43,38895,2023-04-28,Activo
1384,CLI-001384,Premium,Cali,Colombia,32,95252,2023-12-11,Activo
1385,CLI-001385,Premium,Guadalajara,Colombia,48,67789,2025-01-04,Activo
1386,CLI-001386,Digital,CDMX,Mexico,32,61376,2026-05-20,Activo
1387,CLI-001387,Premium,Bogota,Mexico,31,39520,2025-02-14,Inactivo
1388,CLI-001388,Digital,Medellin,Mexico,23,32360,2021-03-22,Activo
1389,CLI-001389,Premium,CDMX,Mexico,41,39917,2022-03-25,Activo
1390,CLI-001390,Premium,Cali,Mexico,31,35182,2024-12-21,Activo
1391,CLI-001391,Digital,Monterrey,Mexico,50,25956,2025-12-06,Activo
1392,CLI-001392,Pyme,CDMX,Mexico,48,57125,2024-08-13,Inactivo
1393,CLI-001393,Premium,Guadalajara,Mexico,34,92139,2022-10-09,Activo
1394,CLI-001394,Premium,Puebla,Mexico,21,58302,2021-06-07,Activo
1395,CLI-001395,Digital,Queretaro,Mexico,30,54099,2025-12-23,Activo
1396,CLI-001396,Premium,Monterrey,Colombia,37,44265,2026-08-23,Inactivo
1397,CLI-001397,Empresarial,Puebla,Mexico,22,82690,2023-02-12,Activo
1398,CLI-001398,Nomina,Monterrey,Mexico,34,13478,2022-08-15,Activo
1399,CLI-001399,Digital,CDMX,Mexico,26,74638,2023-12-18,Activo
1400,CLI-001400,Digital,Medellin,Mexico,33,97024,2026-08-22,Activo
1401,CLI-001401,Digital,CDMX,Mexico,47,18893,2026-02-22,Activo
1402,CLI-001402,Premium,Medellin,Mexico,22,18963,2024-06-16,Inactivo
1403,CLI-001403,Empresarial,Medellin,Mexico,56,69319,2021-12-20,Activo
1404,CLI-001404,Premium,Bogota,Mexico,56,67172,2025-09-27,Activo
1405,CLI-001405,Premium,Puebla,Mexico,50,94318,2023-12-23,Activo
1406,CLI-001406,Pyme,Bogota,Mexico,38,46235,2026-07-10,Activo
1407,CLI-001407,Premium,CDMX,Mexico,49,88390,2023-04-13,Activo
1408,CLI-001408,Empresarial,Cali,Mexico,52,32921,2021-04-19,Activo
1409,CLI-001409,Empresarial,Queretaro,Mexico,51,43156,2026-05-01,Activo
1410,CLI-001410,Pyme,Bogota,Mexico,52,78803,2025-02-24,Inactivo
1411,CLI-001411,Pyme,Puebla,Colombia,49,41887,2024-02-03,Activo
1412,CLI-001412,Premium,Cali,Colombia,43,19648,2024-11-24,Inactivo
1413,CLI-001413,Pyme,Queretaro,Mexico,22,84683,2025-10-20,Activo
1414,CLI-001414,Nomina,Cali,Mexico,54,96320,2022-03-31,Activo
1415,CLI-001415,Pyme,Cali,Mexico,60,76023,2024-05-16,Activo
1416,CLI-001416,Digital,CDMX,Colombia,23,76702,2023-05-09,Inactivo
1417,CLI-001417,Empresarial,Monterrey,Mexico,36,96998,2023-07-14,Activo
1418,CLI-001418,Pyme,Puebla,Mexico,29,22588,2022-03-21,Inactivo
1419,CLI-001419,Nomina,Queretaro,Mexico,50,26319,2022-03-28,Inactivo
1420,CLI-001420,Pyme,Puebla,Mexico,23,24677,2022-09-05,Inactivo
1421,CLI-001421,Digital,Puebla,Colombia,45,50636,2024-09-29,Activo
1422,CLI-001422,Premium,Guadalajara,Mexico,39,41851,2026-04-15,Activo
1423,CLI-001423,Digital,Monterrey,Mexico,30,62134,2024-11-11,Activo
1424,CLI-001424,Empresarial,Cali,Mexico,51,14116,2021-11-26,Inactivo
1425,CLI-001425,Nomina,Queretaro,Colombia,61,53004,2024-06-27,Activo
1426,CLI-001426,Digital,CDMX,Mexico,61,31675,2026-07-06,Activo
1427,CLI-001427,Pyme,Monterrey,Colombia,26,57238,2022-08-28,Inactivo
1428,CLI-001428,Digital,Cali,Mexico,23,93320,2021-09-21,Activo
1429,CLI-001429,Digital,CDMX,Colombia,62,61833,2023-04-28,Activo
1430,CLI-001430,Premium,Cali,Mexico,21,11204,2023-11-23,Activo
1431,CLI-001431,Premium,Monterrey,Colombia,63,9930,2026-05-16,Inactivo
1432,CLI-001432,Empresarial,Queretaro,Colombia,50,74413,2023-08-26,Activo
1433,CLI-001433,Digital,Bogota,Mexico,39,20399,2024-04-11,Inactivo
1434,CLI-001434,Empresarial,Monterrey,Mexico,39,13213,2025-05-27,Activo
1435,CLI-001435,Pyme,Bogota,Colombia,55,59124,2021-04-01,Activo
1436,CLI-001436,Digital,Medellin,Mexico,25,24253,2026-06-08,Activo
1437,CLI-001437,Digital,Guadalajara,Mexico,47,51083,2026-01-02,Activo
1438,CLI-001438,Pyme,Queretaro,Mexico,53,40126,2021-08-30,Activo
1439,CLI-001439,Digital,Cali,Colombia,33,66828,2023-10-16,Activo
1440,CLI-001440,Digital,Queretaro,Mexico,60,71495,2023-04-09,Activo
1441,CLI-001441,Pyme,Guadalajara,Colombia,30,74772,2025-07-09,Activo
1442,CLI-001442,Empresarial,Guadalajara,Colombia,51,66492,2024-03-10,Activo
1443,CLI-001443,Premium,CDMX,Mexico,37,82446,2026-03-19,Activo
1444,CLI-001444,Digital,Puebla,Colombia,37,11997,2025-07-19,Activo
1445,CLI-001445,Premium,CDMX,Mexico,44,39302,2026-07-14,Activo
1446,CLI-001446,Empresarial,Cali,Colombia,56,61186,2022-07-12,Activo
1447,CLI-001447,Empresarial,Puebla,Mexico,52,74187,2026-05-12,Activo
1448,CLI-001448,Pyme,Bogota,Mexico,58,92418,2024-02-19,Activo
1449,CLI-001449,Premium,Queretaro,Mexico,37,75107,2021-08-11,Activo
1450,CLI-001450,Nomina,Medellin,Colombia,23,30494,2023-09-14,Activo
1451,CLI-001451,Pyme,Queretaro,Mexico,49,78418,2022-03-28,Activo
1452,CLI-001452,Nomina,Queretaro,Mexico,31,24091,2024-02-21,Activo
1453,CLI-001453,Premium,Cali,Mexico,57,27606,2026-05-09,Inactivo
1454,CLI-001454,Pyme,Queretaro,Mexico,22,24182,2022-06-25,Activo
1455,CLI-001455,Empresarial,Guadalajara,Mexico,26,63615,2026-05-27,Activo
1456,CLI-001456,Nomina,Bogota,Colombia,46,11776,2022-09-30,Activo
1457,CLI-001457,Digital,Monterrey,Mexico,50,85174,2024-09-27,Activo
1458,CLI-001458,Digital,Monterrey,Mexico,39,53993,2025-05-18,Activo
1459,CLI-001459,Pyme,Medellin,Mexico,48,86827,2025-11-21,Activo
1460,CLI-001460,Digital,Monterrey,Mexico,49,50362,2021-05-05,Activo
1461,CLI-001461,Nomina,CDMX,Colombia,61,10298,2023-05-04,Inactivo
1462,CLI-001462,Premium,Medellin,Mexico,46,38965,2025-07-01,Inactivo
1463,CLI-001463,Nomina,Bogota,Mexico,64,15060,2026-04-02,Inactivo
1464,CLI-001464,Pyme,Queretaro,Mexico,44,45627,2022-08-29,Inactivo
1465,CLI-001465,Premium,CDMX,Mexico,43,47692,2025-03-14,Inactivo
1466,CLI-001466,Pyme,Guadalajara,Mexico,54,40577,2024-03-06,Activo
1467,CLI-001467,Nomina,Guadalajara,Colombia,59,40569,2024-09-30,Activo
1468,CLI-001468,Empresarial,Bogota,Mexico,40,45697,2023-07-23,Inactivo
1469,CLI-001469,Nomina,Queretaro,Colombia,38,60628,2025-12-01,Activo
1470,CLI-001470,Pyme,Monterrey,Mexico,38,96492,2023-07-09,Activo
1471,CLI-001471,Digital,Cali,Colombia,20,18871,2025-03-26,Activo
1472,CLI-001472,Empresarial,Bogota,Mexico,21,46828,2022-11-23,Inactivo
1473,CLI-001473,Nomina,Medellin,Colombia,60,39893,2024-06-21,Activo
1474,CLI-001474,Digital,CDMX,Colombia,60,61233,2023-04-19,Inactivo
1475,CLI-001475,Nomina,Bogota,Mexico,40,44799,2024-03-18,Inactivo
1476,CLI-001476,Pyme,Puebla,Mexico,28,76936,2021-08-28,Inactivo
1477,CLI-001477,Nomina,Cali,Mexico,36,66446,2024-08-06,Activo
1478,CLI-001478,Premium,Queretaro,Colombia,24,34761,2024-10-21,Activo
1479,CLI-001479,Empresarial,Queretaro,Colombia,39,37052,2024-12-05,Activo
1480,CLI-001480,Nomina,Medellin,Colombia,64,26961,2023-10-31,Activo
1481,CLI-001481,Digital,CDMX,Mexico,25,32646,2024-04-09,Inactivo
1482,CLI-001482,Pyme,Cali,Colombia,53,91206,2023-01-10,Activo
1483,CLI-001483,Pyme,Medellin,Colombia,21,89229,2021-06-02,Activo
1484,CLI-001484,Digital,CDMX,Colombia,21,26283,2021-07-08,Activo
1485,CLI-001485,Digital,Queretaro,Colombia,33,17865,2022-10-22,Inactivo
1486,CLI-001486,Premium,Puebla,Mexico,58,97377,2022-09-01,Activo
1487,CLI-001487,Pyme,CDMX,Colombia,52,37440,2023-11-24,Activo
1488,CLI-001488,Digital,Queretaro,Colombia,51,36333,2021-08-11,Activo
1489,CLI-001489,Empresarial,Medellin,Mexico,57,67502,2021-11-13,Activo
1490,CLI-001490,Digital,CDMX,Mexico,36,92885,2022-12-27,Activo
1491,CLI-001491,Nomina,Medellin,Colombia,32,25872,2021-11-17,Inactivo
1492,CLI-001492,Empresarial,Bogota,Mexico,23,58196,2025-07-13,Activo
1493,CLI-001493,Premium,Monterrey,Mexico,46,65394,2024-01-09,Activo
1494,CLI-001494,Nomina,Monterrey,Mexico,33,51655,2022-04-24,Activo
1495,CLI-001495,Pyme,Puebla,Mexico,25,87281,2022-07-17,Activo
1496,CLI-001496,Empresarial,Monterrey,Mexico,25,49826,2024-12-05,Activo
1497,CLI-001497,Digital,Bogota,Colombia,41,80425,2023-12-30,Activo
1498,CLI-001498,Pyme,Monterrey,Mexico,60,78455,2026-05-05,Inactivo
1499,CLI-001499,Pyme,Monterrey,Mexico,39,43881,2021-09-05,Activo
1500,CLI-001500,Digital,Monterrey,Colombia,33,44883,2023-07-16,Activo
1501,CLI-001501,Pyme,Bogota,Colombia,47,37672,2023-05-13,Activo
1502,CLI-001502,Digital,Medellin,Mexico,51,90101,2022-06-23,Activo
1503,CLI-001503,Digital,Queretaro,Mexico,28,22129,2023-09-28,Inactivo
1504,CLI-001504,Pyme,Medellin,Colombia,34,27405,2022-08-29,Inactivo
1505,CLI-001505,Nomina,CDMX,Colombia,24,43814,2024-01-08,Activo
1506,CLI-001506,Pyme,Guadalajara,Colombia,31,32521,2025-12-30,Inactivo
1507,CLI-001507,Digital,Guadalajara,Colombia,32,15642,2026-04-09,Activo
1508,CLI-001508,Digital,Puebla,Mexico,57,62438,2025-11-04,Activo
1509,CLI-001509,Digital,Guadalajara,Mexico,34,37135,2023-11-14,Activo
1510,CLI-001510,Pyme,Guadalajara,Mexico,49,50426,2025-01-29,Activo
1511,CLI-001511,Empresarial,Queretaro,Mexico,60,55988,2025-05-02,Activo
1512,CLI-001512,Premium,Puebla,Mexico,44,17747,2025-06-12,Inactivo
1513,CLI-001513,Pyme,Guadalajara,Mexico,45,65854,2024-11-08,Inactivo
1514,CLI-001514,Empresarial,CDMX,Mexico,58,52083,2025-04-22,Activo
1515,CLI-001515,Digital,Puebla,Colombia,45,28919,2022-06-22,Activo
1516,CLI-001516,Pyme,Monterrey,Mexico,34,58878,2024-06-12,Activo
1517,CLI-001517,Digital,Medellin,Colombia,44,36171,2023-02-07,Activo
1518,CLI-001518,Digital,Queretaro,Colombia,64,15329,2026-02-05,Activo
1519,CLI-001519,Pyme,Medellin,Mexico,53,22958,2024-04-11,Inactivo
1520,CLI-001520,Nomina,Puebla,Mexico,56,51847,2022-07-29,Activo
1521,CLI-001521,Pyme,Monterrey,Mexico,33,90977,2022-12-20,Activo
1522,CLI-001522,Digital,Monterrey,Mexico,26,55093,2025-07-22,Activo
1523,CLI-001523,Digital,Queretaro,Mexico,40,92258,2021-08-06,Activo
1524,CLI-001524,Empresarial,Guadalajara,Mexico,57,8884,2024-05-24,Activo
1525,CLI-001525,Nomina,Cali,Mexico,28,70464,2023-09-24,Activo
1526,CLI-001526,Nomina,Puebla,Mexico,35,58324,2025-06-08,Activo
1527,CLI-001527,Empresarial,Monterrey,Colombia,59,60602,2024-12-31,Activo
1528,CLI-001528,Premium,Monterrey,Mexico,49,14973,2025-11-03,Activo
1529,CLI-001529,Pyme,Monterrey,Mexico,55,60859,2022-06-24,Activo
1530,CLI-001530,Digital,Queretaro,Mexico,56,86420,2023-01-06,Activo
1531,CLI-001531,Nomina,Medellin,Colombia,24,80302,2025-11-15,Activo
1532,CLI-001532,Empresarial,Monterrey,Colombia,22,54053,2024-04-07,Activo
1533,CLI-001533,Pyme,Queretaro,Mexico,45,41958,2024-07-24,Activo
1534,CLI-001534,Pyme,Queretaro,Mexico,59,83797,2021-06-11,Inactivo
1535,CLI-001535,Empresarial,Bogota,Colombia,45,52108,2022-05-10,Activo
1536,CLI-001536,Premium,Puebla,Mexico,21,40912,2024-02-14,Activo
1537,CLI-001537,Digital,Guadalajara,Mexico,64,92547,2024-07-31,Activo
1538,CLI-001538,Digital,CDMX,Mexico,43,8505,2024-12-22,Activo
1539,CLI-001539,Pyme,Monterrey,Colombia,47,11018,2025-03-03,Activo
1540,CLI-001540,Nomina,Bogota,Mexico,48,95403,2022-03-02,Inactivo
1541,CLI-001541,Empresarial,Cali,Mexico,42,50610,2021-11-19,Inactivo
1542,CLI-001542,Empresarial,CDMX,Mexico,60,21787,2022-08-23,Inactivo
1543,CLI-001543,Nomina,Puebla,Colombia,22,65373,2026-05-02,Activo
1544,CLI-001544,Premium,Cali,Mexico,47,9501,2022-02-02,Inactivo
1545,CLI-001545,Pyme,Bogota,Colombia,46,92987,2023-11-06,Inactivo
1546,CLI-001546,Premium,Medellin,Mexico,22,82254,2023-12-05,Activo
1547,CLI-001547,Nomina,Puebla,Mexico,28,53492,2025-09-23,Activo
1548,CLI-001548,Empresarial,CDMX,Mexico,35,38731,2023-07-25,Activo
1549,CLI-001549,Premium,Puebla,Mexico,24,73660,2025-08-28,Activo
1550,CLI-001550,Empresarial,Medellin,Colombia,29,41708,2026-03-25,Activo
1551,CLI-001551,Pyme,Medellin,Mexico,60,25198,2022-07-15,Activo
1552,CLI-001552,Nomina,Bogota,Mexico,26,36399,2025-06-09,Activo
1553,CLI-001553,Empresarial,Guadalajara,Mexico,51,31809,2023-12-29,Activo
1554,CLI-001554,Pyme,Bogota,Mexico,48,82856,2026-06-22,Inactivo
1555,CLI-001555,Pyme,Queretaro,Mexico,51,39223,2022-03-27,Inactivo
1556,CLI-001556,Pyme,Bogota,Mexico,57,79487,2026-03-06,Inactivo
1557,CLI-001557,Pyme,Puebla,Mexico,25,67250,2025-08-27,Activo
1558,CLI-001558,Premium,Monterrey,Mexico,46,11046,2022-11-01,Activo
1559,CLI-001559,Empresarial,CDMX,Mexico,35,66309,2026-02-15,Inactivo
1560,CLI-001560,Pyme,Puebla,Mexico,20,80830,2024-03-05,Activo
1561,CLI-001561,Premium,Puebla,Colombia,31,41589,2024-10-28,Activo
1562,CLI-001562,Pyme,Cali,Colombia,54,89078,2023-11-25,Activo
1563,CLI-001563,Digital,Cali,Mexico,21,54098,2021-08-16,Inactivo
1564,CLI-001564,Empresarial,Cali,Mexico,63,75667,2025-12-18,Activo
1565,CLI-001565,Empresarial,Cali,Mexico,54,80134,2024-02-29,Activo
1566,CLI-001566,Nomina,Guadalajara,Colombia,33,15234,2025-05-19,Activo
1567,CLI-001567,Nomina,Guadalajara,Mexico,58,41683,2024-01-23,Activo
1568,CLI-001568,Premium,Bogota,Mexico,61,68159,2022-02-14,Activo
1569,CLI-001569,Digital,CDMX,Mexico,54,20017,2022-06-10,Inactivo
1570,CLI-001570,Empresarial,Bogota,Mexico,37,14449,2024-01-01,Activo
1571,CLI-001571,Premium,Guadalajara,Mexico,54,41222,2024-10-24,Inactivo
1572,CLI-001572,Digital,Medellin,Colombia,49,20427,2025-08-24,Activo
1573,CLI-001573,Premium,Monterrey,Mexico,39,33647,2024-07-22,Inactivo
